image_name,gamma,out_h,out_w
UIEB_800.png,0.744,354,600
UIEB_801.png,0.9876,399,600
UIEB_802.png,1.086,327,600
UIEB_803.png,0.8233,450,600
UIEB_804.png,0.905,800,600
UIEB_805.png,0.8093,450,600
UIEB_806.png,0.9011,341,600
UIEB_807.png,0.9592,375,600
UIEB_808.png,0.9538,361,600
UIEB_809.png,0.834,367,600
UIEB_81.png,0.9106,450,600
UIEB_810.png,0.8174,549,600
UIEB_811.png,0.6863,357,600
UIEB_812.png,0.9736,390,600
UIEB_813.png,0.7322,406,600
UIEB_814.png,0.9014,387,600
UIEB_815.png,0.9635,402,600
UIEB_816.png,0.8279,399,600
UIEB_817.png,0.8828,450,600
UIEB_818.png,0.7655,450,600
UIEB_819.png,0.8166,373,600
UIEB_82.png,1.1036,338,600
UIEB_820.png,0.7851,450,600
UIEB_821.png,1.0595,425,600
UIEB_822.png,0.9168,324,600
UIEB_823.png,0.8891,376,600
UIEB_824.png,0.8979,450,600
UIEB_825.png,0.7073,400,600
UIEB_826.png,1.0744,449,600
UIEB_827.png,0.9419,450,600
UIEB_828.png,0.7924,400,600
UIEB_829.png,0.8206,450,600
UIEB_83.png,0.806,338,600
UIEB_830.png,0.6977,450,600
UIEB_831.png,0.9265,450,600
UIEB_832.png,0.8044,450,600
UIEB_833.png,0.8638,457,600
UIEB_834.png,0.9275,450,600
UIEB_835.png,0.8793,338,600
UIEB_836.png,0.7862,338,600
UIEB_837.png,0.8889,450,600
UIEB_838.png,0.8167,450,600
UIEB_839.png,1.0465,450,600
UIEB_84.png,0.8721,450,600
UIEB_840.png,0.8064,450,600
UIEB_841.png,0.8875,338,600
UIEB_842.png,0.8817,338,600
UIEB_843.png,1.0801,367,600
UIEB_844.png,0.8272,500,600
UIEB_845.png,0.9007,449,600
UIEB_846.png,0.9324,337,600
UIEB_847.png,1.0176,675,600
UIEB_848.png,0.8265,450,600
UIEB_849.png,0.9061,450,600
UIEB_85.png,0.9085,450,600
UIEB_850.png,0.9691,500,600
UIEB_851.png,0.6541,542,600
UIEB_852.png,0.9144,450,600
UIEB_853.png,0.7769,450,600
UIEB_854.png,0.8498,487,600
UIEB_855.png,0.9168,367,600
UIEB_856.png,0.7972,450,600
UIEB_857.png,0.9013,450,600
UIEB_858.png,0.8081,901,600
UIEB_859.png,0.892,450,600
UIEB_86.png,0.9068,450,600
UIEB_860.png,0.7814,450,600
UIEB_861.png,0.8811,450,600
UIEB_862.png,0.9482,515,600
UIEB_863.png,0.607,770,600
UIEB_864.png,0.9215,400,600
UIEB_865.png,0.837,383,600
UIEB_866.png,0.8823,450,600
UIEB_867.png,0.7865,400,600
UIEB_868.png,0.8872,600,600
UIEB_869.png,0.9568,400,600
UIEB_87.png,0.8818,391,600
UIEB_870.png,0.855,450,600
UIEB_871.png,0.7881,402,600
UIEB_872.png,0.7439,400,600
UIEB_873.png,0.8763,450,600
UIEB_874.png,0.9024,450,600
UIEB_875.png,0.7813,376,600
UIEB_876.png,1.1455,338,600
UIEB_877.png,1.1221,338,600
UIEB_878.png,0.9732,338,600
UIEB_879.png,0.8164,338,600
UIEB_88.png,0.8815,862,600
UIEB_880.png,0.9106,450,600
UIEB_881.png,0.9764,323,600
UIEB_882.png,0.9434,450,600
UIEB_883.png,0.9028,338,600
UIEB_884.png,0.8916,440,600
UIEB_885.png,0.9294,338,600
UIEB_886.png,0.9697,338,600
UIEB_887.png,0.7768,338,600
UIEB_888.png,0.9755,376,600
UIEB_889.png,0.6596,863,600
UIEB_89.png,0.9309,450,600
UIEB_9.png,1.1811,425,600
UIEB_90.png,0.9133,450,600
UIEB_91.png,0.9162,450,600
UIEB_92.png,0.8917,450,600
UIEB_93.png,0.8771,450,600
UIEB_94.png,0.872,338,600
UIEB_95.png,0.8021,450,600
UIEB_96.png,0.7663,376,600
UIEB_97.png,0.9244,450,600
UIEB_98.png,0.894,450,600
UIEB_99.png,0.9517,450,600
